-4.8111,8.8058,-0.72609,-0.30079,-3.2149,-1.5162,-1.2692,-5.1965,-2.6087,-11.405,2.6617,-0.39912,0.32789,0.48757,-4.216,-0.14051,0.82394,-4.4386,-8.5912,15.433,3.4025,1.8332,-3.0662,3.4482,-0.62309,7.1066,0.69931,1.5106,-0.98603,-1.7533,5.4441,0.032182,0.21755,-0.069893,13.146,3.0547,-1.4397,0.37803,-2.4491,-0.85379,-6.8279,3.5626,5.764,-5.6499,-26.156,-6.9831,4.0645,-1.8229,2.9606,1.6722,-4.4984,1.0873,-0.43827,-3.8102,-0.61909,5.4102,0.064636,0.39872,-1.9604,-0.49381,0.17725,-15.839,0.28221,1.3512,0.37679,-2.7185,7.1213,-10.375,1.5855,-1.9819,4.5602,19.007,-2.8651,-0.15116,9.0304,6.6033,2.2069,8.1531,7.631,1.8868,-2.7396,1.6992,-0.28305,5.7851,-0.26393,-0.89616,3.2087,0.17069,3.6338,-0.10714,-6.6439,0.0076602,-0.23342,-4.8693,-3.9946,-0.58243,3.7657,-0.32883,0.10334,-7.6989,1
-6.4098,0.087018,1.3285,-2.2746,-0.81732,-2.0283,4.1054,6.0775,1.8039,-0.73255,4.0661,0.98211,3.2645,-1.2558,-5.0141,-0.035315,2.8707,-2.9207,-12.565,2.8504,-0.60003,1.255,3.6084,-6.9224,0.68228,3.8527,0.25306,-0.065066,0.308,-0.19538,-1.2685,-0.0002708,-0.34035,-0.018096,2.2801,-0.5761,-0.68876,0.031705,-1.1739,-0.71833,-4.1355,-5.7359,0.78248,1.7416,1.5699,-3.6646,-7.6922,4.7261,1.7243,-1.587,2.8334,-0.9522,-8.9939,-3.043,0.029811,-7.5323,0.29154,-0.2868,0.55428,1.0656,0.089212,4.2263,-0.080865,1.6555,-0.80681,7.9101,-3.3875,6.8401,-1.6843,-1.9648,4.4997,1.9613,4.2697,1.4584,2.3939,-1.4713,7.7501,10.814,4.8407,1.2925,0.9402,-0.85017,-0.28631,4.7734,-2.2334,-7.4975,-1.4934,-3.6511,1.085,1.0534,-2.5385,-0.07681,-0.33024,3.196,0.11645,0.40308,-1.3252,-6.7952,-0.15148,-3.0296,1
1.1746,-0.49914,-0.87776,1.8251,-0.73334,4.79,-2.5747,3.1736,1.5446,2.3816,3.1211,0.97413,-3.2921,1.6575,-0.44004,-0.042203,1.6158,-1.7175,7.1135,-2.8771,3.6957,1.0158,-3.8532,-4.156,4.2796,-0.0025418,2.5042,-0.97082,-0.040147,-0.087033,7.9817,0.027546,0.11572,-0.15185,-9.7473,4.0129,1.096,0.033641,0.7143,-2.1324,-8.3828,6.4593,0.50954,-9.3339,-1.5918,-0.34385,-2.7591,2.2835,5.0705,1.854,1.8544,3.8297,-8.4385,0.91574,0.76773,3.289,-0.046531,-0.10981,4.0082,0.95415,0.22793,-1.1436,0.31342,4.0057,-2.6051,-8.1036,5.6201,-14.548,-5.7289,-1.2364,0.6446,-0.52898,3.3574,-0.27373,5.1445,-0.61841,-0.59213,2.3532,10.493,3.3336,0.4128,-0.97838,0.40833,13.19,-3.9087,-3.6202,-0.48762,6.5792,4.3485,-2.0975,11.05,-0.37287,1.3822,14.296,-3.0182,1.5951,3.1386,1.2775,-0.19646,1.0608,-1
-6.8093,-10.86,1.7306,-5.9396,-1.5399,-5.7733,1.7528,0.53843,1.8374,-0.045946,0.25144,0.017721,5.0585,-1.0631,-0.15653,-0.051471,-1.0146,0.11898,1.5055,8.1166,3.7583,-1.2472,0.27141,-5.8092,2.3567,-2.5004,-3.7164,-0.32268,-0.90755,-0.69765,0.445,0.014792,0.16939,0.042373,-15.254,-1.7365,-0.43915,0.35872,0.36658,-0.7906,-8.9896,-0.66984,0.34142,-1.8003,-6.5725,-10.788,8.0681,-3.0655,7.1627,-1.1392,-10.702,-2.8912,-8.1862,3.8409,-0.8135,2.9747,0.12556,-0.052068,1.4362,-0.67613,-0.29733,6.3233,0.18978,-3.7727,-1.2033,-5.1992,-3.8676,-4.0033,1.7321,-0.8811,-2.1186,17.976,-3.3533,0.37844,-4.4447,2.3834,5.8394,-0.73483,6.7943,5.1802,-0.36068,7.5574,2.6177,15.51,-1.2932,3.2052,0.66037,10.513,-6.5058,-1.5107,7.1309,-0.098437,-0.52114,5.4197,-1.1671,-0.22531,3.255,-0.72864,0.41821,-5.9875,-1
-3.3811,4.8281,0.83346,3.5187,1.7924,-20.681,-1.2216,8.8482,1.9447,-3.8404,-0.24907,-1.8802,-4.7025,-2.4233,-6.1598,0.0090681,-0.81478,1.9016,-2.728,11.571,4.6053,-0.12605,-0.022898,-0.13241,0.91211,1.6517,2.0446,0.11674,-0.050664,-0.45222,7.9796,0.066088,0.085914,0.023632,18.963,-3.0947,-3.7875,0.056482,4.1926,-6.9827,-1.6412,4.9082,4.8721,1.9151,0.61226,0.30871,4.2254,0.24643,-12.704,-0.12203,10.188,-4.6014,-7.6241,-2.0436,-0.51715,6.7957,0.33675,-0.27766,4.3005,-1.752,-0.071853,1.1669,0.27764,0.66715,1.6577,-1.768,1.1706,10.044,2.6088,-4.1438,-4.0116,1.159,17.725,-2.0605,-6.4565,13.052,6.2817,5.6968,-0.95354,0.48196,-0.46919,-5.2771,-0.39053,-7.8746,-1.9895,-3.1797,1.2153,0.47297,0.28777,-0.34841,2.828,-0.033342,-0.56903,-3.0519,-0.96726,-0.61491,-1.6502,0.63276,-0.31118,0.85608,1
-2.5299,3.5756,-0.53362,5.7451,2.494,-3.9393,0.12376,-8.0034,-0.45695,6.6181,-0.011793,-2.7584,-1.3079,1.2391,12.191,-0.0041704,-1.0086,-5.9225,3.6067,-9.9356,3.5438,4.8879,-0.82565,3.8426,-1.8952,5.9169,3.156,0.36155,-1.0242,-0.057539,-12.376,-0.0050542,0.10838,-0.0064096,18.21,-4.1153,-1.4944,0.47145,-1.1326,0.20412,7.1176,3.9744,-4.9594,0.43444,7.1209,-5.1047,-6.9975,-3.4574,2.6216,0.082086,-1.7174,3.2417,-14.444,-1.0442,0.23968,-1.5541,0.085205,-0.082017,-8.4992,-0.56514,-0.16537,3.3427,-0.0025431,-1.7544,2.3503,-3.6639,3.416,-3.4814,0.74296,7.9001,-6.8446,-17.085,-9.2438,-0.35913,-4.0357,-0.19267,2.5579,-0.37421,-9.5101,1.4916,0.54622,0.36156,-1.7179,-3.6539,3.6315,0.85531,-2.0341,1.1647,0.61405,0.96908,0.097337,-0.1654,-0.23715,2.8909,0.74293,1.1226,-0.16819,-1.3808,0.11329,4.178,1
5.84,-3.0474,-1.275,-4.564,0.41998,13.806,0.12521,3.5622,0.48121,2.6422,-1.9715,-0.40513,-4.8347,0.0056437,-5.5239,-0.11669,-1.0587,5.6758,-1.8627,-9.1496,-5.0411,-0.79379,-2.918,-4.9777,0.38461,-1.4922,3.34,0.072329,-1.1362,-0.54507,-8.3488,0.0067066,-0.19395,-0.014181,-8.8681,1.2088,-2.7951,-0.34662,-1.454,3.3087,-7.0798,-2.2587,-0.17392,-6.7484,17.9,3.4144,14.74,-9.9371,-10.85,-1.4625,-11.581,-3.8926,26.819,-0.062718,0.67354,-2.051,-0.13106,-0.068183,-0.42456,1.1785,0.109,12.436,-0.25738,3.5326,2.074,-4.6657,-3.9308,20.172,4.0995,-2.326,-0.74951,-12.524,22.558,-0.14812,-1.0694,-2.2781,-2.8136,-7.148,-3.9617,-4.3111,-1.2114,-1.5538,-1.8599,9.4103,-5.6904,-2.0374,-2.219,-5.1758,-8.0602,0.56634,3.846,-0.3168,0.56077,2.0411,7.5202,0.48158,-4.5056,0.96514,0.0080105,4.209,-1
-7.1789,-2.3691,0.0066379,-4.0954,-0.7699,13.815,-2.9246,5.6256,2.6737,-7.3686,3.8389,-0.20927,14.744,-0.1089,1.8762,-0.023945,0.99178,7.6533,-1.6178,5.5141,2.3796,0.38736,3.1078,2.4357,-0.84417,11.824,0.79665,0.10291,0.58678,1.2286,-11.917,0.0083049,-0.14878,-0.020072,13.513,-2.923,-2.2621,0.11761,2.8712,2.4541,2.8778,-4.6058,-2.0722,4.6489,-2.8945,6.0401,8.2575,-1.678,-4.349,3.4177,-5.84,-7.3745,16.145,1.1048,-0.63466,3.3319,0.18651,0.018788,1.0619,0.72754,-0.029066,-9.9523,0.14067,3.6471,0.59058,3.2079,-3.5266,4.4522,-2.955,-0.54669,5.6871,2.5178,-3.5242,-1.3397,-0.99944,0.31977,3.9078,-14.648,12.861,-3.8206,0.84891,3.0767,-3.8777,10.645,2.9501,-4.9743,1.8936,0.13777,1.3221,0.29644,-2.9139,0.46029,0.32526,-1.2122,-2.5256,-1.1699,1.4614,-1.6116,-0.10531,-4.3736,1
-6.0905,-1.6723,1.5471,0.53195,-4.6661,-17.193,0.1691,3.5944,-1.7812,-9.9518,1.0268,2.2477,-7.2155,-0.64238,-2.3858,0.10665,0.76291,-0.71664,1.7072,-8.8164,12.466,1.0119,0.59559,-2.0849,1.5688,-4.6335,-3.2056,1.3674,0.74821,-2.7953,0.35919,-0.018595,-0.12232,-0.0069985,-12.536,-4.9117,0.3625,-0.12503,0.62973,-1.4196,0.017333,0.67114,1.0478,-0.14204,11.818,-4.4542,-5.7172,2.5794,11.753,2.3822,-0.49794,-0.38124,13.173,3.7083,0.90604,-14.051,0.050481,-0.091504,-2.226,0.546,-0.026071,1.8108,0.36516,-1.1291,2.236,-4.1561,-4.8426,9.0085,-0.57349,-2.6727,2.985,0.7392,3.994,0.26088,2.9235,-6.1835,-5.3842,5.6246,-0.19118,-0.95716,1.0782,-2.1752,1.0333,0.23962,1.5859,4.3821,1.7219,-7.2868,-1.2143,1.3147,4.8655,-0.38523,1.3114,1.9456,7.247,0.40387,-0.37556,4.1894,-0.059974,3.4333,1
5.3585,-2.2405,-0.97057,-3.5405,0.36715,2.3239,-6.6442,-4.7618,3.7494,-2.7148,0.065463,0.4667,2.9852,-0.4328,1.4484,-0.11521,-0.84333,-1.1979,5.7963,-0.59023,-3.3722,2.6891,0.23775,-1.7366,0.42202,3.1287,0.068602,0.54628,-1.4525,0.20393,4.5627,0.076882,-0.49221,-0.043638,-7.5766,-0.92062,0.33632,-0.033156,3.1215,-0.44141,-1.7193,6.367,-5.0335,10.56,-10.119,8.5993,-8.6039,-3.237,-1.6917,-2.3675,2.2163,-2.4379,-12.717,-3.0265,-0.2285,6.0588,-0.15302,-0.0055357,-12.38,-0.40021,0.063164,-0.055982,-0.4629,0.18389,0.33919,-1.2017,1.5327,8.3639,-1.7413,1.4137,-5.7941,9.3628,-8.4518,0.34562,-2.9162,7.973,0.23236,8.7745,-3.8181,1.2686,0.88239,4.6056,-0.85845,-16.309,6.0755,-8.765,1.9997,2.0714,-4.8693,-0.35765,3.627,0.16904,0.095401,-3.5134,-2.1783,0.60377,2.6462,-1.2482,0.27207,-1.7713,-1
